acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churned,recruit_date,cancel_date,tenure_months,tenure_bin,monthly_revenue_rate
outgoing call - promo,2019-06,29.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1020,1,2017-01-01,2019-06-01,29.0,27,35.172413793103445
online,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-04-01,3.0,3,0.0
phone,2018-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2030,1,2016-01-01,2018-10-01,33.0,33,61.515151515151516
phone,2018-05,28.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1160,1,2016-01-01,2018-05-01,28.0,27,41.42857142857143
outgoing call - promo,2018-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,200,1,2017-01-01,2018-02-01,13.0,13,15.384615384615385
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-06-01,5.0,5,0.0
outgoing call - promo,2021-02,49.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2010,1,2017-01-01,2021-02-01,49.0,48,41.02040816326531
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2490,0,2017-01-01,,60.381077529566355,60,41.238084874863986
phone,2018-08,31.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1350,1,2016-01-01,2018-08-01,31.0,30,43.54838709677419
pos,2017-02,1.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,50,1,2017-01-01,2017-02-01,1.0,1,50.0
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2650,0,2017-01-01,,60.381077529566355,60,43.88792165397171
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2440,0,2017-01-01,,60.381077529566355,60,40.41001088139282
online,2019-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1340,1,2017-01-01,2019-07-01,30.0,30,44.666666666666664
outgoing call - promo,2021-05,52.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2650,1,2017-01-01,2021-05-01,52.0,48,50.96153846153846
online,2019-11,46.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1900,1,2016-01-01,2019-11-01,46.0,42,41.30434782608695
outgoing call - promo,2019-12,35.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1230,1,2017-01-01,2019-12-01,35.0,33,35.142857142857146
outgoing call - promo,2019-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,890,1,2017-01-01,2019-07-01,30.0,30,29.666666666666668
online,2017-06,5.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,240,1,2017-01-01,2017-06-01,5.0,5,48.0
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,0,2017-01-01,,60.381077529566355,60,40.07878128400436
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2790,0,2016-01-01,,72.40473061760841,72,38.53339382940109
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
outgoing call - promo,2018-01,12.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-01-01,12.0,12,14.166666666666666
pos,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,980,1,2017-01-01,2018-11-01,22.0,22,44.54545454545455
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2360,0,2017-01-01,,60.381077529566355,60,39.08509249183896
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2880,0,2016-01-01,,72.40473061760841,72,39.77640653357532
mail,2016-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,480,1,2016-01-01,2016-12-01,11.0,11,43.63636363636363
outgoing call - promo,2017-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-02-01,1.0,1,0.0
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2030,0,2017-01-01,,60.381077529566355,60,33.619804134929275
online,2019-09,32.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1600,1,2017-01-01,2019-09-01,32.0,30,50.0
phone,2020-09,56.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2330,1,2016-01-01,2020-09-01,56.0,54,41.607142857142854
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2720,0,2017-01-01,,60.381077529566355,60,45.047225244831345
outgoing call - promo,2017-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,1,2017-01-01,2017-12-01,11.0,11,16.363636363636363
outgoing call - promo,2018-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,240,1,2017-01-01,2018-03-01,14.0,14,17.142857142857142
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-06-01,5.0,5,0.0
phone,2019-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1380,1,2017-01-01,2019-10-01,33.0,33,41.81818181818182
phone,2019-06,29.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1080,1,2017-01-01,2019-06-01,29.0,27,37.241379310344826
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2950,0,2016-01-01,,72.40473061760841,72,40.743194192377494
outgoing call - promo,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2380,0,2017-01-01,,60.381077529566355,60,39.41632208922742
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,0,2017-01-01,,60.381077529566355,60,40.741240478781286
online,2017-05,16.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,640,1,2016-01-01,2017-05-01,16.0,16,40.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3400,0,2017-01-01,,60.381077529566355,60,56.30903155603918
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2760,0,2017-01-01,,60.381077529566355,60,45.709684439608274
phone,2019-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2210,1,2017-01-01,2019-10-01,33.0,33,66.96969696969697
phone,2017-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,570,1,2016-01-01,2017-01-01,12.0,12,47.5
online,2017-06,5.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,170,1,2017-01-01,2017-06-01,5.0,5,34.0
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2460,0,2017-01-01,,60.381077529566355,60,40.741240478781286
outgoing call - promo,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,100,1,2016-01-01,2016-04-01,3.0,3,33.333333333333336
outgoing call - promo,2018-03,14.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,220,1,2017-01-01,2018-03-01,14.0,14,15.714285714285714
phone,2018-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2360,1,2016-01-01,2018-10-01,33.0,33,71.51515151515152
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3100,0,2016-01-01,,72.40473061760841,72,42.814882032667875
online,2018-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,640,1,2017-01-01,2018-03-01,14.0,14,45.714285714285715
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2460,0,2016-01-01,,72.40473061760841,72,33.97568058076225
outgoing call - promo,2019-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,730,1,2017-01-01,2019-03-01,26.0,24,28.076923076923077
phone,2017-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1160,1,2016-01-01,2017-11-01,22.0,22,52.72727272727273
online,2019-07,42.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2420,1,2016-01-01,2019-07-01,42.0,42,57.61904761904762
phone,2019-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1220,1,2017-01-01,2019-04-01,27.0,27,45.18518518518518
phone,2021-03,50.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2090,1,2017-01-01,2021-03-01,50.0,48,41.8
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2700,0,2017-01-01,,60.381077529566355,60,44.715995647442874
outgoing call - promo,2018-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,780,1,2017-01-01,2018-06-01,17.0,17,45.88235294117647
phone,2019-01,36.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1420,1,2016-01-01,2019-01-01,36.0,36,39.44444444444444
phone,2016-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,450,1,2016-01-01,2016-11-01,10.0,10,45.0
phone,2017-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,820,1,2016-01-01,2017-06-01,17.0,17,48.23529411764706
pos,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2990,0,2016-01-01,,72.40473061760841,72,41.2956442831216
online,2018-09,32.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1180,1,2016-01-01,2018-09-01,32.0,30,36.875
online,2017-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,700,1,2017-01-01,2017-12-01,11.0,11,63.63636363636363
outgoing call - promo,2021-01,48.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1510,1,2017-01-01,2021-01-01,48.0,48,31.458333333333332
phone,2018-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,760,1,2017-01-01,2018-08-01,19.0,19,40.0
phone,2018-11,34.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1560,1,2016-01-01,2018-11-01,34.0,33,45.88235294117647
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2820,0,2016-01-01,,72.40473061760841,72,38.947731397459165
phone,2021-10,69.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3080,1,2016-01-01,2021-10-01,69.0,66,44.63768115942029
phone,2020-08,55.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2150,1,2016-01-01,2020-08-01,55.0,54,39.09090909090909
outgoing call - promo,2019-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1320,1,2017-01-01,2019-10-01,33.0,33,40.0
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3650,0,2017-01-01,,60.381077529566355,60,60.449401523395
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3540,0,2016-01-01,,72.40473061760841,72,48.89183303085299
phone,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,440,1,2016-01-01,2016-09-01,8.0,8,55.0
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3590,0,2016-01-01,,72.40473061760841,72,49.582395644283125
online,2020-06,53.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2140,1,2016-01-01,2020-06-01,53.0,48,40.37735849056604
online,2017-12,11.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,530,1,2017-01-01,2017-12-01,11.0,11,48.18181818181818
outgoing call - promo,2019-01,24.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1370,1,2017-01-01,2019-01-01,24.0,24,57.083333333333336
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2880,0,2016-01-01,,72.40473061760841,72,39.77640653357532
phone,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2690,0,2016-01-01,,72.40473061760841,72,37.152268602540836
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2160,0,2017-01-01,,60.381077529566355,60,35.772796517954305
outgoing call - promo,2020-12,47.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1820,1,2017-01-01,2020-12-01,47.0,42,38.723404255319146
online,2021-07,66.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2680,1,2016-01-01,2021-07-01,66.0,66,40.60606060606061
outgoing call - promo,2021-06,65.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4010,1,2016-01-01,2021-06-01,65.0,60,61.69230769230769
phone,2020-09,44.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2030,1,2017-01-01,2020-09-01,44.0,42,46.13636363636363
phone,2021-09,68.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,1,2016-01-01,2021-09-01,68.0,66,42.64705882352941
outgoing call - promo,2018-01,12.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,160,1,2017-01-01,2018-01-01,12.0,12,13.333333333333334
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4790,0,2016-01-01,,72.40473061760841,72,66.15589836660617
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3000,0,2016-01-01,,72.40473061760841,72,41.433756805807626
outgoing call - promo,2018-12,35.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1070,1,2016-01-01,2018-12-01,35.0,33,30.571428571428573
outgoing call - promo,2016-12,11.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,180,1,2016-01-01,2016-12-01,11.0,11,16.363636363636363
online,2016-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-02-01,1.0,1,0.0
online,2021-11,70.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4160,1,2016-01-01,2021-11-01,70.0,66,59.42857142857143
online,2016-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,400,1,2016-01-01,2016-11-01,10.0,10,40.0
online,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-08-01,7.0,7,0.0
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3640,0,2016-01-01,,72.40473061760841,72,50.27295825771325
online,2018-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,600,1,2017-01-01,2018-07-01,18.0,18,33.333333333333336
outgoing call - promo,2017-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,60,1,2017-01-01,2017-02-01,1.0,1,60.0
online,2021-12,71.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3970,1,2016-01-01,2021-12-01,71.0,66,55.91549295774648
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2490,0,2016-01-01,,72.40473061760841,72,34.390018148820324
outgoing call - promo,2021-01,48.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2250,1,2017-01-01,2021-01-01,48.0,48,46.875
online,2017-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,880,1,2016-01-01,2017-11-01,22.0,22,40.0
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
online,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1050,1,2017-01-01,2018-11-01,22.0,22,47.72727272727273
pos,2018-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,780,1,2017-01-01,2018-04-01,15.0,15,52.0
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3560,0,2016-01-01,,72.40473061760841,72,49.168058076225044
outgoing call - promo,2017-07,6.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-07-01,6.0,6,0.0
online,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,180,1,2016-01-01,2016-04-01,3.0,3,60.0
outgoing call - promo,2018-04,15.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,100,1,2017-01-01,2018-04-01,15.0,15,6.666666666666667
online,2018-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,550,1,2017-01-01,2018-04-01,15.0,15,36.666666666666664
phone,2021-02,49.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2710,1,2017-01-01,2021-02-01,49.0,48,55.30612244897959
phone,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1230,1,2016-01-01,2018-02-01,25.0,24,49.2
pos,2021-02,61.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2540,1,2016-01-01,2021-02-01,61.0,60,41.63934426229508
online,2017-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,870,1,2016-01-01,2017-10-01,21.0,21,41.42857142857143
online,2016-06,5.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,330,1,2016-01-01,2016-06-01,5.0,5,66.0
online,2019-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,890,1,2017-01-01,2019-03-01,26.0,24,34.23076923076923
outgoing call - promo,2019-07,42.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1640,1,2016-01-01,2019-07-01,42.0,42,39.04761904761905
online,2020-12,47.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2120,1,2017-01-01,2020-12-01,47.0,42,45.1063829787234
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4570,0,2017-01-01,,60.381077529566355,60,75.68596300326442
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2880,0,2016-01-01,,72.40473061760841,72,39.77640653357532
phone,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,490,1,2016-01-01,2016-07-01,6.0,6,81.66666666666667
pos,2017-12,23.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1020,1,2016-01-01,2017-12-01,23.0,23,44.34782608695652
phone,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,880,1,2017-01-01,2018-11-01,22.0,22,40.0
phone,2019-05,40.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1630,1,2016-01-01,2019-05-01,40.0,36,40.75
outgoing call - promo,2020-07,42.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1380,1,2017-01-01,2020-07-01,42.0,42,32.857142857142854
online,2017-05,16.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,460,1,2016-01-01,2017-05-01,16.0,16,28.75
pos,2017-03,2.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,130,1,2017-01-01,2017-03-01,2.0,2,65.0
outgoing call - promo,2017-05,4.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-05-01,4.0,4,0.0
phone,2017-03,2.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-03-01,2.0,2,0.0
phone,2018-06,29.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1190,1,2016-01-01,2018-06-01,29.0,27,41.03448275862069
outgoing call - promo,2018-02,13.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-02-01,13.0,13,13.076923076923077
outgoing call - promo,2018-04,15.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,280,1,2017-01-01,2018-04-01,15.0,15,18.666666666666668
online,2018-04,27.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1330,1,2016-01-01,2018-04-01,27.0,27,49.25925925925926
phone,2021-01,48.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2021-01-01,48.0,48,0.0
outgoing call - promo,2018-04,15.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,220,1,2017-01-01,2018-04-01,15.0,15,14.666666666666666
online,2018-03,26.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1040,1,2016-01-01,2018-03-01,26.0,24,40.0
phone,,,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2370,0,2017-01-01,,60.381077529566355,60,39.25070729053319
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4160,0,2016-01-01,,72.40473061760841,72,57.45480943738657
online,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,470,1,2016-01-01,2016-09-01,8.0,8,58.75
phone,2017-02,1.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-02-01,1.0,1,0.0
online,2021-03,50.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2620,1,2017-01-01,2021-03-01,50.0,48,52.4
outgoing call - promo,2017-03,2.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,50,1,2017-01-01,2017-03-01,2.0,2,25.0
outgoing call - promo,2018-06,17.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,230,1,2017-01-01,2018-06-01,17.0,17,13.529411764705882
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3110,0,2017-01-01,,60.381077529566355,60,51.50620239390643
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2700,0,2017-01-01,,60.381077529566355,60,44.715995647442874
